,Input,Output,Result
1246,"USER Misalnya dlm tradisi semit yahudi, ada yg namanya bar dan bat mitzvah. Umur 12/13 yo suda dihitung dewasa. Jika ukurannya haid, banyak gadis yg 10 yo suda haid. Matang untuk kawin.\n\nTradisi di Hejaz gimana? Kawin usia berapa?'",tradisi semut yahudi namanya bar banget mitzvah umur 12 13 iya dihitung dewasa ukurannya haid gadis 10 iya haid matang kawin tradisi hijaz kawin usia,negative
1247,Keparat bener org macam mantan gue itu',orang mantan gue,negative
1248,"USER Ada WNI Keturunan Arab yg justru berjuang tuk NKRI,semisal Raden Saleh Pahlawan Nasional,Habib Abubakar aktif dlm pergerakan Islam,AR Baswedan kakek Anies Baswedan anggota Badan Penyelidik Usaha Persiapan Kemerdekaan RI Mar'ie Muhammad eks Ke",warga negara indonesia keturunan arab berjuang negara kesatuan republik indonesia raden saleh pahlawan nasional habib abu bakar aktif pergerakan islam ar baswedan kakek anies baswedan anggota badan penyelidik usaha persiapan kemerdekaan ri mar ie muhammad eks,neutral
1249,Sekjen PBB keknya bagian dari Saracen.. :-),sekretariat jenderal pbb saracen,neutral
1250,Saya suka video USER URL 'AHOK BEBAS' Anies Makin Terpuruk &amp; Terancam Gagal Jadi Gubernur Jika Sandi RESMI,suka video   ahok bebas anies terpuruk amp terancam gagal gubernur sandi resmi,negative
1251,USER Kampret sudah merusak Nusantara dari jaman Majapahit dan terus berlangsung hingga kini terlebih setelah diwadahi oleh HTI cs dg ide killafah',merusak nusantara jaman majapahit diwadahi hati rekan ide khilafah,negative
1252,RT USER: USER Bejad pokonya dah',pokoknya,negative
1253,"USER USER USER USER Jiaaahh gw aja g kepikiran loh cuma karna warna, kalo sempet ada yg mikir kek gitu, kebangetan idiot nya \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82'",jiaaahh gue kepikiran warna pikir kayak kebangetan nya,negative
1254,"RT USER: USER USER USER kalo KH Ma'ruf ngomong pada belaga budek , pada belaga pilon, masih nyundul \xf0\x9f\x91\x89#gantipreside\xe2\x80\xa6""",kh ruf berbicara belaga belaga pilon menyundul ganti presiden,negative
1255,"3) TSRM inilah juga hakim yang menyebabkan Mahkamah Persekutuan memutuskan penukaran agama tiga anak guru tadika, M Indira Gandhi (Muhammad Ridhuan Abdullah) hampir 10 tahun lalu daripada Hindu kepada Islam adalah terbatal dan tidak sah di sisi undang-un",3 tsrm hakim menyebabkan mahkamah persekutuan memutuskan penukaran agama anak guru tadikan indira gandhi muhammad ridwan abdullah 10 hindu islam terbatal sah sisi undang ujian nasional,negative
1256,Sy yakin klo rakyat di suruh mmilih spa harus di bubarkan psti nya DPR yg hrs di bubarkan ! wlo ga ssuai kntitusi URL,rakyat suruh memilih spa bubarkan nya dewan perwakilan rakyat bubarkan sesuai konstitusi,negative
1257,USER tambah sipit ga punya mata baru tau',mata tau,negative
1258,USER Nyamuk keparat..',nyamuk,negative
1259,USER USER replyan gue ga dibalas mulu dasar onta cebong',balasan gue dibalas mulu dasar,negative
1260,Budaya demokrasi Amerika Serikat itu jauh lebih maju dari Indonesia. Rakyatnya tahu membedakan mana yg privat mana yg publik. Mereka faham penggunaan pesawat kepresidenan itu melekat kpd lembaga kepresidenan. Menyangkut keselamatan &amp; pengamanan Preside,budaya demokrasi amerika serikat maju indonesia rakyatnya membedakan privat publik paham penggunaan pesawat kepresidenan melekat lembaga kepresidenan keselamatan amp pengamanan presiden,negative
1261,Orang punya saksi anjing dikasus babi.. Tolol URL,orang saksi,negative
1262,"Saat ada tokoh yang bilang umat Muslim di negeri ini tertekan, sebagai Muslim saya melihat justru umat agama lain lebih tertekan.; ; Jumlah paling besar justru bikin kita makin egois, merasa punya hak lebih besar dibandingkan penganut agama lain.",tokoh bilang umat muslim negeri tertekan muslim umat agama tertekan bikin egois hak dibandingkan penganut agama,negative
1263,"USER Aku nyanyiin. Nanti aku nyanyi lingsir wengi buat kamu ya, Iyo the Kunti.'",menyanyikan nyanyi lingsir malam ya iya the,neutral
1264,ANJING GOBLOG SETAN BANGSAT!!!!!!!!!!',,negative
1265,"USER Ganti casing aja ,padahal nyatanya akusisi itu patungan dari beberapa bank asing \nNgilu banget dengar nya'",ganti casing akuisisi patungan bank ngilu banget dengar nya,negative
1266,"Dari sisi kesadaran gender tetangga sebelah sdh jauh lbh maju.; Yg kerja istrinya, suami ngurus anak.; Secara ekonomi mayan, mobil 3 motor ninja 1.; ; Bgmn di lingkunganmu?",sisi kesadaran gender tetangga sebelah maju kerja istrinya suami mengurus anak ekonomi lumayan mobil 3 motor ninja 1 lingkunganmu,negative
1267,Kegiatan Kanit Binmas Polsek Singojuruh dalam rangka cipta kondisi aman dan kondusif jelang Pilkada..klik disinið???; ;,kegiatan kepala unit binaan masyarakat kepolisian sektor singojuruh rangka cipta kondisi aman kondusif jelang pilihan kepala daerah klik disinid,neutral
1268,Apasal laa aku rindu. Eeeee.. Idiot betul laa \xf0\x9f\x98\xad',apasal rindu eeeee,negative
1269,"Ahokers 11,12 = Jokowers Mereka Semakin KESURUPAN Rakus 2 periode ?? Krn itu #2019GantiPresiden Bergerak...",ahoker 11 12 jokower kesurupan rakus 2 periode 2019 ganti presiden bergerak,negative
1270,20.3 kb/s. Koneksi bangsad-_-',20 3 kb si koneksi _,negative
1271,RT USER: Drama drama sekarang ending nya kenapa pada bangke gini. Ya #Return lah ya #Misty lah. Gue belum nonton sampe ending tapi da\xe2\x80\xa6',drama drama nya ya return ya misty gue menonton,negative
1272,KAMU DASAR BAJINGAN...GAK BISA DIPERCAYA OMONGANNYA...',dasar dipercaya omongannya,negative
1273,Turut berduka atas meninggal nya Ceo TS Kim Tae Song Terima kasih Sajangnim \xf0\x9f\x99\x8f \xf0\x9f\x8e\x97 USER',berduka meninggal nya ceo thread starter kim song terima kasih sajangnim,neutral
1274,USER USER Ganti Presiden Endasmu atos....jangan ngumbar cocot he...goblog....',ganti presiden ndasmu atos mengumbar he,neutral
1275,USER Membangun industri dan iklim perikanan di Indonesia jauh lebih penting dan sulit dibanding meledakkan kapal2 asing..',membangun industri iklim perikanan indonesia sulit dibanding meledakkan kapal kapal,negative
1276,USER Males gua bacanya onta',malas gue bacanya,negative
1277,RT USER: USER USER Anak pemberontak tak layak jadi apa-apa di negeri ini.,anak pemberontak layak negeri,negative
1278,Pengeras suara kali pertama digunakan pada zaman Belanda. Ada masjid yang mengharamkannya.,pengeras suara kali zaman belanda masjid mengharamkannya,negative
1279,Detik ini juga membuktikan\nLu lelaki BAJINGAN',detik membuktikan lelaki,neutral
1280,Twit/Ritwit DPP #PDIPerjuangan:,twit retweet dasar pengenaan pajak partai demokrasi indonesia perjuangan,neutral
1281,USER Fadli Zoon politik si politik tapi harus tahulah Bahwa ini NKRI yg ada sejarahnya jangan dilupakan untuk kepenting pribadi atau partainya.sadarlah itu biar jangan kaco negara kita ini.yuk bela atau bantulah pak presiden Jokowi untuk memakmurkan,fadli zoom politik sih politik tahulah negara kesatuan republik indonesia sejarahnya dilupakan kepenting pribadi partainya sadarlah biar kaco negara yuk bela bantulah presiden jokowi memakmurkan,negative
1282,USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER,,negative
1283,USER USER Masalahnya urusan negara dan rumah tangga itu tidak bisa disamakan coi.... Jelas jauh berbeda. Jadi jangan dibuat terlalu sederhana juga.,urusan negara rumah tangga disamakan coi berbeda sederhana,positive
1284,"USER USER USER USER Setuju ada Islam Nusantara, di Indonesia ada bbrp agama, skalian aja di buat Kristen Protestan Nusantara,Katolik Nusantara,Budha Nusantara,Hindu Nusantara dan agama lain ada Nusantaranya biar seragam dan NKR",setuju islam nusantara indonesia agama kristen protestan nusantara katolik nusantara buddha nusantara hindu nusantara agama nusantaranya biar seragam nkr,negative
1285,Bandung udah ga butuh event2 tiap weekend atau tiap tanggal merah. Macet bangsad',bandung butuh acara acara pekan tanggal merah macet,negative
1286,RT USER presiden buta tuli makanya memimpin dg tubruk-tabrak dan budek denger rakyat teriak lengserkan jokowi,presiden tuli memimpin tubruk tabrak dengar rakyat teriak lengserkan jokowi,negative
1287,model bajunya MR J kok mirip sama Prabowo. kenapaah #2019GantiPresiden #2019TetapJokowi,model bajunya mr j prabowo 2019 ganti presiden 2019 jokowi,neutral
1288,"USER Entah gue yg geblek apa temen gue yang pinter, gatau deh :('",gue teman gue pintar tau deh,negative
1289,USER Jijik apa ni hahahahahaahahha kau kena ingat Nor hahahahahaahabababBa tempat kau buat karipap kat dapur sana bukan tepi queen',nih haha kena nor haha karipap kat dapur tepi queen,positive
1290,USER USER USER USER USER Maaf nih....emang ada katolik nusantara?',maaf nih katolik nusantara,negative
1291,bising betul cina cina ni \xf0\x9f\x99\x84',bising cina cina nih,negative
1292,Timses Pasangan Calon Pilgub Jatim 2018 Apresiasi Debat Kandidat;,tim sukses pasangan calon pilihan gubernur jawa timur 2018 apresiasi debat kandidat,neutral
1293,Nama artis boleh retweet takkan nama yang indah ni tak boleh? Penunggang agama detected,nama artis retweet nama indah nih penunggang agama detected,negative
1294,Bro USER jgn lupa dijenguk! Gara-gara asma dewi lo menang kan,bro  lupa dijenguk gara gara asma dewi menang,negative
1295,USER WONG EDAN KOE',orang koe,negative
1296,Jika bicara laptop dari China dan jika maksudnya adalah 'made in China' maka hampir 90% laptop seluruh dunia berasal dari China,bicara laptop cina maksudnya made in cina 90 laptop dunia berasal cina,negative
1297,USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER Penyebaran bahaya laten int,penyebaran bahaya laten int,negative
1298,"Umar Bin Khattab itu:; ; Muslim sejati; Pembela No. 1 Rasullah dan Islam; Khalifah teladan ; Terdepan pengorbanannya; Mencintai rakyatnya; Fasih dan hapal Al Quran; Sangat sederhana; Jujur, tegas, berwibawa ; Dst ; ; Nah... kui sopo? ; ; Enaknya disama2kan",umar bin khattab muslim sejati pembela no 1 rasulullah islam khalifah teladan terdepan pengorbanannya mencintai rakyatnya fasih hafal al alquran sederhana jujur berwibawa enaknya disama samakan,negative
1299,"Setiap kritik ke jokowi pasti dianggap nyinyir ama bani kolam.\n\nMau mrk, itu kritik lalu diujungnya hrs dukung 2 periode.\n\nLo kritik tp gak dukung, artinya nyinyir dan itu haram. Begitu definisi kritik ala cebi.\n\nDan nalarpun rusak parah....'",kritik jokowi dianggap nyinyir kolam kritik diujungnya dukung 2 periode kritik dukung nyinyir haram definisi kritik ala cebi nalarpun rusak parah,negative
1300,"paling agendanya jg sama,tema boleh beda,tujuan ttp sama turunkan USER ,mau nya diperalat politik dgn kemasan agama",agendanya tema beda tujuan turunkan  nya diperalat politik kemasan agama,negative
1301,"Dulu para pahlawan berjuang susah payah, korban jiwa raga utk usir penjajah. Eh..skrg koq kita biarkan negeri ini dijajah cina dgn mudahnya ?!",pahlawan berjuang susah payah korban jiwa raga usir penjajah eh biarkan negeri dijajah cina mudahnya,negative
1302,Semacam kejadian yang ramai di pilkada yang lalu.,kejadian ramai pilihan kepala daerah,neutral
1303,RT USER: Kapten tim kalian nangis dipertandingan terakhir gara2 gagal menang. Kapten tim kami saat pertandingan lawan tim kalian d\xe2\x80\xa6',kapten tim menangis dipertandingan gara gara gagal menang kapten tim pertandingan lawan tim,negative
1304,USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER GAUSAH DIBALIK ONTA',dibalik,negative
1305,"USER USER USER Min, ngerti inflasi ndak? Tak harus sarjana ekonomi untuk tahu dampak mencetak uang, nambah uang beredar. Nek ora nyanyi wae: wong yen lagi naksir.. Ra peduli ndunyo inflasi â?º",min mengerti inflasi sarjana ekonomi dampak mencetak uang menambah uang beredar nek nyanyi orang yen menaksir ra peduli dunia inflasi a o,negative
1306,"IHSG dibuka menguat 17,22 poin atau 0,28% ke 6.302,98.",indeks harga saham gabungan dibuka menguat 17 22 poin 0 28 6 302 98,neutral
1307,USER USER USER USER Anies sandi gk bakal berani ...yakiinn,anies sandi berani,negative
1308,"USER USER Emang dia mah gitu, sudah terkutuk bry'",bro,negative
1309,"Masuk : \nTeh daun jati cina \xf0\x9f\x91\x89 10.000 / pack\nHN Ori Double Embos ""HN SUPER"" \xf0\x9f\x91\x89 60.000 paket kecil'",masuk teh daun jati cina 10 000 pack hn orisinal double embos hn super 60 000 paket,positive
1310,RT USER USER Dan hebat nya GK ada yg teriak antek cina,hebat nya teriak cina,negative
1311,"USER USER USER USER hahahaha jgn terlalu keras bro,kita tetap hargai mrk yg tetap ingin ganti presiden walaupun mrk tdk memilih prabowo,yg penting kita fokus dukung prabowo!!",haha keras bro hargai ganti presiden memilih prabowo fokus dukung prabowo,negative
1312,USER Nyatanya rakyat makin susah menteri perek daya beli hancur USER setan iblis tukang tipu',rakyat susah menteri daya beli hancur  tukang tipu,negative
1313,USER kirain kamu titit',kiraan,negative
1314,"RT USER: Ujan2 ngegodain tukan ojek pengkolan, mau juga ngerojok memek aku, kata si abang drprd pusing ngga ada duit mending buang p\xe2\x80\xa6'",hujan hujanan menggodai itukan ojek pengkolan ngerojok sih abang pusing duit mending buang p,negative
1315,.Jatim Anti Hoax. Anti ujaran kebencian dan SARA serta mendukung Pilkada Damai dari Kary Pt Wk di Tow Benowo Surabaya.,jawa timur anti hoaks anti ujaran kebencian sara mendukung pilihan kepala daerah damai karyawan pt wkwk tow benowo surabaya,negative
1316,"ð??²ð??¨ TWEETS SERIBU MINANG ð??²ð??¨; BukiTTinggi; Ranah Bundokandung; The Realm of Matriarchal Thinkers; Pro USER USER ; ; CAWAPRES PRESIDEN JOKOWI 2019, PILIHAN ""TWEETS SERIBU MINANG"" ADALAH :; ;",2d twit seribu minang 2d bukittinggi ranah bunda kandung the realm of matriarchal pemikir pro   calon wakil presiden presiden jokowi 2019 pilihan twit seribu minang,neutral
1317,USER spt ahok dulu .. nasdem disusul dg cs nya .. yg mendukung paslon penista agama dan tukang caci maki tai tai ..,surat pemberitahuan tahunan ahok nasional demokrat disusul rekan nya mendukung pasangan calon penista agama tukang caci maki,negative
1318,"Pak tukang buruan pulang pak saya mau mandi, udh kaya gembel cantik ini'",tukang buruan pulang mandi kayak cantik,negative
1319,"USER Ntu orang kalo suruh baca LKS biologi dulu paling cuma liat gambar2 nya doang...gambar macan, gambar bunga bangkai, gambar organ tubuh.... Hehe'",orang suruh baca lks biologi lihat gambar gambar nya doang gambar macan gambar bunga gambar organ tubuh hehe,negative
1320,Najis bgt erel bencong',banget erel,negative
1321,"USER sudahq tegaskan bahwa enakan rendang. aku bukan pro aseng, melainkan pro tagonis.'",tegaskan enakan rendang pro pro tagonis,positive
1322,USER Kok bs gitu sih asu bgt paypal :(',sih banget paypal,negative
1323,"Tomohon juga merupakan pusat pembelajaran agama Kristen dan Katolik. Ada tempat khusus untuk berdoa dan meditasi yang disebut Bukit Kasih, sebuah tempat suci yang indah dan tenang. #TomohonInternationalFlowerFestival * die'",tomohon pusat pembelajaran agama kristen katolik khusus berdoa meditasi bukit kasih suci indah tenang tomohon international flower festival,positive
1324,Ahok calonin gubernur *siap-siap demo*,ahok calonkan gubernur demo,negative
1325,"Syarat untuk menggunakan Tai Chi, kudu tauk apa yg sedang dimainkan oleh lawan. Kudu tauk materi yg sedang dipergunakan oleh lawan.\n\nKitanya kudu lebih pinter dah gitu. Kudu dah selesaiin buku cerdas tangkas jilid 5B.\n. URL",syarat chi tau dimainkan lawan tau materi lawan kitanya pintar selesaikan buku cerdas tangkas jilid 5b,neutral
1326,"""..."" Tahun ini Masyarakat Adat Baduy menyerahkan hasil panennya kepada Pjs Bupati Lebak Ino S Rawita dan Gubernur Banten Wahidin Halim. #SebaBaduy2018",masyarakat adat badui menyerahkan hasil panennya pejabat bupati lebak ino si rawita gubernur banten wahidin halim seba baduy 2018,neutral
1327,RT USER: Ngentot enak buat cowok\xe2\x98\xba\xef\xb8\x8f URL,enak cowok,negative
1328,USER Gamau dia ga maho/?',manusia,negative
1329,RT USER: Sudah tahu dia buaya darat tapi masih saja kau ladeni. Lalu saat dia berpaling kau sebut dia brengsek. Sehat?',darat ladeni berpaling sehat,negative
1330,USER Wah kesempatan neh langsung deh dimanfaatin buat pencitraaan oleh rezim..\xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3',kesempatan nih langsung deh dimanfaatkan pencitraaan,positive
1331,USER USER USER Biarin lbh bagus cungkring drpd gendut bisa autis\xf0\x9f\xa4\xa3\xf0\x9f\x98\x81\xe2\x9c\x8c\n#prabowo2periode',biarkan bagus prabowo 2 periode,negative
1332,"USER Kenapa selalu kata ""Muslim""dibawa-bawa sih..? Memang membuat sesuatu jadi lebih baik, buruk atau istimewa..? Nggak pernah denger ada Penulis Budha, penulis Kristen., penulis komunis. Adanya PENULIS aja.'",muslim dibawa bawa sih buruk istimewa dengar penulis buddha penulis kristen penulis penulis,negative
1333,"USER Ayooo serbuuu... persekusii... \n\nHina presiden boleh, hina ulama TGB kyai said quraish shihab boleh, hina rijik persekusi... emang rijik nabi?'",ayo serbuuu persekusi presiden ulama tuan guru bajang kiai said quraish shihab rizieq persekusi rizieq nabi,negative
